county,precinct,office,district,party,candidate,votes,failsafe,provisional,absentee_by_mail,failsafe_provisional,early_voting,election_day
Charleston,North Charleston 3,U.S. House,6,REP,Justin Scott,43,0,0,2,0,4,37
Charleston,North Charleston 4,U.S. House,6,REP,Justin Scott,5,0,0,1,0,0,4
Charleston,North Charleston 5,U.S. House,6,REP,Justin Scott,3,0,0,0,0,0,3
Charleston,North Charleston 6,U.S. House,6,REP,Justin Scott,3,0,0,0,0,1,2
Charleston,North Charleston 7,U.S. House,6,REP,Justin Scott,4,0,0,0,0,0,4
Charleston,North Charleston 8,U.S. House,6,REP,Justin Scott,4,0,0,0,0,3,1
Charleston,North Charleston 9,U.S. House,6,REP,Justin Scott,20,0,0,1,0,6,13
Charleston,North Charleston 10,U.S. House,6,REP,Justin Scott,6,0,0,0,0,2,4
Charleston,North Charleston 11,U.S. House,6,REP,Justin Scott,15,0,0,1,0,1,13
Charleston,North Charleston 12,U.S. House,6,REP,Justin Scott,14,0,0,1,0,2,11
Charleston,North Charleston 13,U.S. House,6,REP,Justin Scott,4,0,0,0,0,0,4
Charleston,North Charleston 14,U.S. House,6,REP,Justin Scott,7,0,0,1,0,0,6
Charleston,North Charleston 15,U.S. House,6,REP,Justin Scott,0,0,0,0,0,0,0
Charleston,North Charleston 16,U.S. House,6,REP,Justin Scott,6,0,0,0,0,2,4
Charleston,North Charleston 17,U.S. House,6,REP,Justin Scott,4,0,0,0,0,0,4
Charleston,North Charleston 18,U.S. House,6,REP,Justin Scott,6,0,0,0,0,2,4
Charleston,North Charleston 19,U.S. House,6,REP,Justin Scott,6,0,0,0,0,0,6
Charleston,North Charleston 20,U.S. House,6,REP,Justin Scott,19,0,0,0,0,8,11
Charleston,North Charleston 21,U.S. House,6,REP,Justin Scott,18,0,0,1,0,3,14
Charleston,North Charleston 22,U.S. House,6,REP,Justin Scott,13,0,0,4,0,0,9
Charleston,North Charleston 23,U.S. House,6,REP,Justin Scott,34,0,0,2,0,6,26
Charleston,North Charleston 24,U.S. House,6,REP,Justin Scott,14,0,0,1,0,2,11
Charleston,North Charleston 25,U.S. House,6,REP,Justin Scott,2,0,0,0,0,1,1
Charleston,North Charleston 26,U.S. House,6,REP,Justin Scott,1,0,0,0,0,1,0
Charleston,North Charleston 27,U.S. House,6,REP,Justin Scott,5,0,0,0,0,1,4
Charleston,North Charleston 28,U.S. House,6,REP,Justin Scott,2,0,0,0,0,0,2
Charleston,North Charleston 29,U.S. House,6,REP,Justin Scott,14,0,0,1,0,1,12
Charleston,North Charleston 30,U.S. House,6,REP,Justin Scott,10,0,0,0,0,0,10
Charleston,Failsafe,U.S. House,6,REP,Justin Scott,0,0,0,0,0,0,0
Charleston,Provisional,U.S. House,6,REP,Justin Scott,1,0,1,0,0,0,0
Charleston,Failsafe Provisional,U.S. House,6,REP,Justin Scott,0,0,0,0,0,0,0
Charleston,Awendaw,State Senate,32,DEM,Ronnie A Sabb,42,0,0,0,0,4,38
Charleston,Christ Church,State Senate,32,DEM,Ronnie A Sabb,24,0,0,0,0,6,18
Charleston,McClellanville,State Senate,32,DEM,Ronnie A Sabb,107,0,0,7,0,2,98
Charleston,Failsafe,State Senate,32,DEM,Ronnie A Sabb,0,0,0,0,0,0,0
Charleston,Provisional,State Senate,32,DEM,Ronnie A Sabb,0,0,0,0,0,0,0
Charleston,Failsafe Provisional,State Senate,32,DEM,Ronnie A Sabb,0,0,0,0,0,0,0
Charleston,Awendaw,State Senate,32,DEM,Prinscillia D Sumpter,35,0,0,2,0,5,28
Charleston,Christ Church,State Senate,32,DEM,Prinscillia D Sumpter,23,0,0,2,0,3,18
Charleston,McClellanville,State Senate,32,DEM,Prinscillia D Sumpter,46,0,0,4,0,4,38
Charleston,Failsafe,State Senate,32,DEM,Prinscillia D Sumpter,0,0,0,0,0,0,0
Charleston,Provisional,State Senate,32,DEM,Prinscillia D Sumpter,0,0,0,0,0,0,0
Charleston,Failsafe Provisional,State Senate,32,DEM,Prinscillia D Sumpter,0,0,0,0,0,0,0
Charleston,Johns Island 1A,State Senate,41,REP,Matt Leber,143,0,0,3,0,50,90
Charleston,Johns Island 1B,State Senate,41,REP,Matt Leber,147,0,0,2,0,24,121
Charleston,Johns Island 2,State Senate,41,REP,Matt Leber,192,0,0,3,0,41,148
Charleston,Johns Island 3A,State Senate,41,REP,Matt Leber,258,0,0,3,0,41,214
Charleston,St. Pauls 3,State Senate,41,REP,Matt Leber,197,0,0,8,0,53,136
Charleston,St. Pauls 5,State Senate,41,REP,Matt Leber,63,0,0,5,0,12,46
Charleston,St. Pauls 6,State Senate,41,REP,Matt Leber,180,0,0,12,0,61,107
Charleston,St. Andrews 22,State Senate,41,REP,Matt Leber,54,0,0,1,0,14,39
Charleston,St. Andrews 28,State Senate,41,REP,Matt Leber,125,0,0,3,0,42,80
Charleston,St. Andrews 32,State Senate,41,REP,Matt Leber,61,0,0,4,0,12,45
Charleston,St. Andrews 33,State Senate,41,REP,Matt Leber,64,0,0,4,0,24,36
Charleston,St. Andrews 34,State Senate,41,REP,Matt Leber,141,0,0,5,0,27,109
Charleston,St. Andrews 35,State Senate,41,REP,Matt Leber,116,0,0,4,0,25,87
Charleston,St. Andrews 36,State Senate,41,REP,Matt Leber,90,0,0,4,0,10,76
Charleston,St. Andrews 37,State Senate,41,REP,Matt Leber,202,0,0,5,0,51,146
Charleston,Failsafe,State Senate,41,REP,Matt Leber,0,0,0,0,0,0,0
Charleston,Provisional,State Senate,41,REP,Matt Leber,2,0,2,0,0,0,0
Charleston,Failsafe Provisional,State Senate,41,REP,Matt Leber,0,0,0,0,0,0,0
Charleston,Johns Island 1A,State Senate,41,REP,Sandy Senn,156,0,0,9,0,48,99
Charleston,Johns Island 1B,State Senate,41,REP,Sandy Senn,115,0,0,3,0,23,89
Charleston,Johns Island 2,State Senate,41,REP,Sandy Senn,294,0,0,6,0,58,230
Charleston,Johns Island 3A,State Senate,41,REP,Sandy Senn,340,0,0,13,0,61,266
Charleston,St. Pauls 3,State Senate,41,REP,Sandy Senn,168,0,0,8,0,27,133
Charleston,St. Pauls 5,State Senate,41,REP,Sandy Senn,25,0,0,1,0,3,21
Charleston,St. Pauls 6,State Senate,41,REP,Sandy Senn,108,0,0,4,0,30,74
Charleston,St. Andrews 22,State Senate,41,REP,Sandy Senn,76,0,0,6,0,14,56
Charleston,St. Andrews 28,State Senate,41,REP,Sandy Senn,101,0,0,3,0,23,75
Charleston,St. Andrews 32,State Senate,41,REP,Sandy Senn,72,0,0,11,0,8,53
Charleston,St. Andrews 33,State Senate,41,REP,Sandy Senn,57,0,0,2,0,25,30
Charleston,St. Andrews 34,State Senate,41,REP,Sandy Senn,244,0,0,2,0,54,188
Charleston,St. Andrews 35,State Senate,41,REP,Sandy Senn,138,0,0,3,0,30,105
Charleston,St. Andrews 36,State Senate,41,REP,Sandy Senn,118,0,0,5,0,17,96
Charleston,St. Andrews 37,State Senate,41,REP,Sandy Senn,263,0,0,12,0,54,197
Charleston,Failsafe,State Senate,41,REP,Sandy Senn,0,0,0,0,0,0,0
Charleston,Provisional,State Senate,41,REP,Sandy Senn,0,0,0,0,0,0,0
Charleston,Failsafe Provisional,State Senate,41,REP,Sandy Senn,0,0,0,0,0,0,0
Charleston,Deer Park 1A,State Senate,42,DEM,Kim Greene,18,0,0,0,0,1,17
Charleston,Deer Park 1B,State Senate,42,DEM,Kim Greene,15,0,0,4,0,1,10
Charleston,Deer Park 2A,State Senate,42,DEM,Kim Greene,16,0,0,1,0,2,13
Charleston,Deer Park 2B,State Senate,42,DEM,Kim Greene,12,0,0,2,0,3,7
Charleston,Deer Park 2C,State Senate,42,DEM,Kim Greene,9,0,0,1,0,0,8
Charleston,Deer Park 3,State Senate,42,DEM,Kim Greene,10,0,0,0,0,1,9
Charleston,Charleston 15,State Senate,42,DEM,Kim Greene,8,0,0,1,0,0,7
Charleston,Charleston 16,State Senate,42,DEM,Kim Greene,20,0,0,2,0,4,14
Charleston,Charleston 17,State Senate,42,DEM,Kim Greene,29,0,0,3,0,3,23
Charleston,Charleston 18,State Senate,42,DEM,Kim Greene,25,0,0,2,0,4,19
Charleston,Charleston 19,State Senate,42,DEM,Kim Greene,37,0,0,1,0,6,30
Charleston,Charleston 20,State Senate,42,DEM,Kim Greene,21,0,0,4,0,0,17
Charleston,Charleston 21,State Senate,42,DEM,Kim Greene,11,0,0,0,0,3,8
Charleston,North Charleston 1,State Senate,42,DEM,Kim Greene,6,0,0,0,0,2,4
Charleston,North Charleston 2,State Senate,42,DEM,Kim Greene,4,0,0,0,0,0,4
Charleston,North Charleston 3,State Senate,42,DEM,Kim Greene,13,0,0,1,0,0,12
Charleston,North Charleston 4,State Senate,42,DEM,Kim Greene,9,0,0,0,0,1,8
Charleston,North Charleston 5,State Senate,42,DEM,Kim Greene,10,0,0,2,0,0,8
Charleston,North Charleston 6,State Senate,42,DEM,Kim Greene,20,0,0,1,0,2,17
Charleston,North Charleston 7,State Senate,42,DEM,Kim Greene,10,0,0,0,0,1,9
Charleston,North Charleston 8,State Senate,42,DEM,Kim Greene,6,0,0,1,0,2,3
Charleston,North Charleston 10,State Senate,42,DEM,Kim Greene,10,0,0,0,0,2,8
Charleston,North Charleston 11,State Senate,42,DEM,Kim Greene,5,0,0,0,0,1,4
Charleston,North Charleston 12,State Senate,42,DEM,Kim Greene,7,0,0,0,0,3,4
Charleston,North Charleston 13,State Senate,42,DEM,Kim Greene,1,0,0,0,0,1,0
Charleston,North Charleston 14,State Senate,42,DEM,Kim Greene,7,0,0,0,0,0,7
Charleston,North Charleston 15,State Senate,42,DEM,Kim Greene,7,0,0,0,0,3,4
Charleston,North Charleston 16,State Senate,42,DEM,Kim Greene,3,0,0,0,0,0,3
Charleston,North Charleston 17,State Senate,42,DEM,Kim Greene,11,0,0,0,0,3,8
Charleston,North Charleston 18,State Senate,42,DEM,Kim Greene,10,0,0,0,0,1,9
Charleston,North Charleston 19,State Senate,42,DEM,Kim Greene,9,0,0,0,0,2,7
Charleston,North Charleston 20,State Senate,42,DEM,Kim Greene,4,0,0,0,0,1,3
Charleston,North Charleston 21,State Senate,42,DEM,Kim Greene,9,0,0,0,0,0,9
Charleston,North Charleston 22,State Senate,42,DEM,Kim Greene,8,0,0,1,0,3,4
Charleston,North Charleston 23,State Senate,42,DEM,Kim Greene,14,0,0,0,0,5,9
Charleston,North Charleston 24,State Senate,42,DEM,Kim Greene,14,0,0,3,0,2,9
Charleston,North Charleston 25,State Senate,42,DEM,Kim Greene,8,0,0,0,0,1,7
Charleston,North Charleston 26,State Senate,42,DEM,Kim Greene,3,0,0,0,0,2,1
Charleston,North Charleston 27,State Senate,42,DEM,Kim Greene,12,0,0,2,0,0,10
Charleston,North Charleston 28,State Senate,42,DEM,Kim Greene,2,0,0,0,0,0,2
Charleston,North Charleston 29,State Senate,42,DEM,Kim Greene,9,0,0,0,0,2,7
Charleston,North Charleston 30,State Senate,42,DEM,Kim Greene,27,0,0,0,0,8,19
Charleston,Failsafe,State Senate,42,DEM,Kim Greene,0,0,0,0,0,0,0
Charleston,Provisional,State Senate,42,DEM,Kim Greene,0,0,0,0,0,0,0
Charleston,Failsafe Provisional,State Senate,42,DEM,Kim Greene,0,0,0,0,0,0,0
Charleston,Deer Park 1A,State Senate,42,DEM,Deon Tedder,29,0,0,2,0,9,18
Charleston,Deer Park 1B,State Senate,42,DEM,Deon Tedder,65,0,0,7,0,15,43
Charleston,Deer Park 2A,State Senate,42,DEM,Deon Tedder,87,0,0,2,0,27,58
Charleston,Deer Park 2B,State Senate,42,DEM,Deon Tedder,71,0,0,3,0,19,49
Charleston,Deer Park 2C,State Senate,42,DEM,Deon Tedder,61,0,0,10,0,8,43
Charleston,Deer Park 3,State Senate,42,DEM,Deon Tedder,94,0,0,2,0,27,65
Charleston,Charleston 15,State Senate,42,DEM,Deon Tedder,30,0,0,1,0,4,25
Charleston,Charleston 16,State Senate,42,DEM,Deon Tedder,81,0,0,11,0,9,61
Charleston,Charleston 17,State Senate,42,DEM,Deon Tedder,105,0,0,3,0,22,80
Charleston,Charleston 18,State Senate,42,DEM,Deon Tedder,81,0,0,1,0,12,68
Charleston,Charleston 19,State Senate,42,DEM,Deon Tedder,62,0,0,3,0,10,49
Charleston,Charleston 20,State Senate,42,DEM,Deon Tedder,118,0,0,7,0,18,93
Charleston,Charleston 21,State Senate,42,DEM,Deon Tedder,51,0,0,3,0,4,44
Charleston,North Charleston 1,State Senate,42,DEM,Deon Tedder,57,0,0,2,0,5,50
Charleston,North Charleston 2,State Senate,42,DEM,Deon Tedder,30,0,0,2,0,11,17
Charleston,North Charleston 3,State Senate,42,DEM,Deon Tedder,41,0,0,2,0,13,26
Charleston,North Charleston 4,State Senate,42,DEM,Deon Tedder,79,0,0,3,0,22,54
Charleston,North Charleston 5,State Senate,42,DEM,Deon Tedder,81,0,0,9,0,24,48
Charleston,North Charleston 6,State Senate,42,DEM,Deon Tedder,70,0,0,5,0,10,55
Charleston,North Charleston 7,State Senate,42,DEM,Deon Tedder,36,0,0,3,0,9,24
Charleston,North Charleston 8,State Senate,42,DEM,Deon Tedder,29,0,0,1,0,4,24
Charleston,North Charleston 10,State Senate,42,DEM,Deon Tedder,35,0,0,0,0,10,25
Charleston,North Charleston 11,State Senate,42,DEM,Deon Tedder,38,0,0,1,0,5,32
Charleston,North Charleston 12,State Senate,42,DEM,Deon Tedder,32,0,0,1,0,9,22
Charleston,North Charleston 13,State Senate,42,DEM,Deon Tedder,46,0,0,1,0,9,36
Charleston,North Charleston 14,State Senate,42,DEM,Deon Tedder,32,0,0,1,0,10,21
Charleston,North Charleston 15,State Senate,42,DEM,Deon Tedder,46,0,0,0,0,12,34
Charleston,North Charleston 16,State Senate,42,DEM,Deon Tedder,42,0,0,2,0,15,25
Charleston,North Charleston 17,State Senate,42,DEM,Deon Tedder,46,0,0,2,0,11,33
Charleston,North Charleston 18,State Senate,42,DEM,Deon Tedder,62,0,0,1,0,19,42
Charleston,North Charleston 19,State Senate,42,DEM,Deon Tedder,73,0,0,3,0,27,43
Charleston,North Charleston 20,State Senate,42,DEM,Deon Tedder,49,0,0,3,0,14,32
Charleston,North Charleston 21,State Senate,42,DEM,Deon Tedder,58,0,0,1,0,14,43
Charleston,North Charleston 22,State Senate,42,DEM,Deon Tedder,33,0,0,3,0,6,24
Charleston,North Charleston 23,State Senate,42,DEM,Deon Tedder,87,0,0,7,0,26,54
Charleston,North Charleston 24,State Senate,42,DEM,Deon Tedder,135,0,0,10,0,42,83
Charleston,North Charleston 25,State Senate,42,DEM,Deon Tedder,39,0,0,2,0,4,33
Charleston,North Charleston 26,State Senate,42,DEM,Deon Tedder,9,0,0,1,0,0,8
Charleston,North Charleston 27,State Senate,42,DEM,Deon Tedder,26,0,0,1,0,8,17
Charleston,North Charleston 28,State Senate,42,DEM,Deon Tedder,9,0,0,1,0,2,6
Charleston,North Charleston 29,State Senate,42,DEM,Deon Tedder,19,0,0,0,0,3,16
Charleston,North Charleston 30,State Senate,42,DEM,Deon Tedder,107,0,0,3,0,24,80
Charleston,Failsafe,State Senate,42,DEM,Deon Tedder,1,1,0,0,0,0,0
Charleston,Provisional,State Senate,42,DEM,Deon Tedder,1,0,1,0,0,0,0
Charleston,Failsafe Provisional,State Senate,42,DEM,Deon Tedder,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 12,State Senate,44,REP,Brian Adams,133,0,0,7,0,35,91
Charleston,Mt. Pleasant 13,State Senate,44,REP,Brian Adams,55,0,0,2,0,8,45
Charleston,Mt. Pleasant 15,State Senate,44,REP,Brian Adams,261,0,0,18,0,49,194
Charleston,Mt. Pleasant 17,State Senate,44,REP,Brian Adams,193,0,0,12,0,47,134
Charleston,Mt. Pleasant 18,State Senate,44,REP,Brian Adams,158,0,0,0,0,26,132
Charleston,Mt. Pleasant 19,State Senate,44,REP,Brian Adams,113,0,0,6,0,23,84
Charleston,Mt. Pleasant 20,State Senate,44,REP,Brian Adams,144,0,0,12,0,49,83
Charleston,Mt. Pleasant 23,State Senate,44,REP,Brian Adams,101,0,0,2,0,36,63
Charleston,Mt. Pleasant 24,State Senate,44,REP,Brian Adams,52,0,0,2,0,22,28
Charleston,Mt. Pleasant 25,State Senate,44,REP,Brian Adams,107,0,0,2,0,30,75
Charleston,Mt. Pleasant 26,State Senate,44,REP,Brian Adams,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 36,State Senate,44,REP,Brian Adams,87,0,0,0,0,28,59
Charleston,North Charleston 9,State Senate,44,REP,Brian Adams,45,0,0,3,0,9,33
Charleston,Failsafe,State Senate,44,REP,Brian Adams,0,0,0,0,0,0,0
Charleston,Provisional,State Senate,44,REP,Brian Adams,0,0,0,0,0,0,0
Charleston,Failsafe Provisional,State Senate,44,REP,Brian Adams,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 12,State Senate,44,REP,Shawn Pinkston,41,0,0,3,0,7,31
Charleston,Mt. Pleasant 13,State Senate,44,REP,Shawn Pinkston,17,0,0,5,0,3,9
Charleston,Mt. Pleasant 15,State Senate,44,REP,Shawn Pinkston,93,0,0,6,0,16,71
Charleston,Mt. Pleasant 17,State Senate,44,REP,Shawn Pinkston,81,0,0,5,0,22,54
Charleston,Mt. Pleasant 18,State Senate,44,REP,Shawn Pinkston,22,0,0,2,0,5,15
Charleston,Mt. Pleasant 19,State Senate,44,REP,Shawn Pinkston,30,0,0,2,0,3,25
Charleston,Mt. Pleasant 20,State Senate,44,REP,Shawn Pinkston,30,0,0,2,0,9,19
Charleston,Mt. Pleasant 23,State Senate,44,REP,Shawn Pinkston,35,0,0,2,0,10,23
Charleston,Mt. Pleasant 24,State Senate,44,REP,Shawn Pinkston,26,0,0,1,0,8,17
Charleston,Mt. Pleasant 25,State Senate,44,REP,Shawn Pinkston,29,0,0,1,0,5,23
Charleston,Mt. Pleasant 26,State Senate,44,REP,Shawn Pinkston,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 36,State Senate,44,REP,Shawn Pinkston,51,0,0,1,0,13,37
Charleston,North Charleston 9,State Senate,44,REP,Shawn Pinkston,8,0,0,0,0,4,4
Charleston,Failsafe,State Senate,44,REP,Shawn Pinkston,0,0,0,0,0,0,0
Charleston,Provisional,State Senate,44,REP,Shawn Pinkston,0,0,0,0,0,0,0
Charleston,Failsafe Provisional,State Senate,44,REP,Shawn Pinkston,0,0,0,0,0,0,0
Charleston,Deer Park 1A,State House,15,DEM,Damian Daly,7,0,0,0,0,1,6
Charleston,Deer Park 1B,State House,15,DEM,Damian Daly,11,0,0,4,0,0,7
Charleston,Deer Park 2A,State House,15,DEM,Damian Daly,10,0,0,0,0,2,8
Charleston,Deer Park 2B,State House,15,DEM,Damian Daly,14,0,0,1,0,9,4
Charleston,Deer Park 2C,State House,15,DEM,Damian Daly,8,0,0,0,0,1,7
Charleston,Deer Park 3,State House,15,DEM,Damian Daly,9,0,0,0,0,2,7
Charleston,North Charleston 29,State House,15,DEM,Damian Daly,2,0,0,0,0,1,1
Charleston,Failsafe,State House,15,DEM,Damian Daly,0,0,0,0,0,0,0
Charleston,Provisional,State House,15,DEM,Damian Daly,0,0,0,0,0,0,0
Charleston,Failsafe Provisional,State House,15,DEM,Damian Daly,0,0,0,0,0,0,0
Charleston,Deer Park 1A,State House,15,DEM,JA Moore,36,0,0,2,0,8,26
Charleston,Deer Park 1B,State House,15,DEM,JA Moore,32,0,0,5,0,7,20
Charleston,Deer Park 2A,State House,15,DEM,JA Moore,83,0,0,3,0,27,53
Charleston,Deer Park 2B,State House,15,DEM,JA Moore,65,0,0,4,0,11,50
Charleston,Deer Park 2C,State House,15,DEM,JA Moore,58,0,0,11,0,5,42
Charleston,Deer Park 3,State House,15,DEM,JA Moore,95,0,0,2,0,25,68
Charleston,North Charleston 29,State House,15,DEM,JA Moore,28,0,0,0,0,4,24
Charleston,Failsafe,State House,15,DEM,JA Moore,0,0,0,0,0,0,0
Charleston,Provisional,State House,15,DEM,JA Moore,1,0,1,0,0,0,0
Charleston,Failsafe Provisional,State House,15,DEM,JA Moore,0,0,0,0,0,0,0
Charleston,North Charleston 2,State House,109,DEM,Jessica Bright - *WITHDREW*,1,0,0,0,0,1,0
Charleston,North Charleston 3,State House,109,DEM,Jessica Bright - *WITHDREW*,9,0,0,1,0,2,6
