county,precinct,office,district,candidate,party,votes,in-person_absentee,failsafe_provisional,provisional,failsafe,absentee_by_mail,election_day
Dorchester,Oakbrook 2,U.S. Senate,,Bill Bledsoe,CON,19,3,0,0,0,4,12
Dorchester,Windsor 2,U.S. Senate,,Bill Bledsoe,CON,8,3,0,0,0,2,3
Dorchester,Failsafe,U.S. Senate,,Bill Bledsoe,CON,0,0,0,0,0,0,0
Dorchester,Provisional,U.S. Senate,,Bill Bledsoe,CON,1,0,0,1,0,0,0
Dorchester,Failsafe Provisional,U.S. Senate,,Bill Bledsoe,CON,0,0,0,0,0,0,0
Dorchester,Rosinville,U.S. Senate,,Lindsey Graham,REP,499,153,0,0,0,26,320
Dorchester,St. George No. 2,U.S. Senate,,Lindsey Graham,REP,294,160,0,0,0,27,107
Dorchester,St. George No. 1,U.S. Senate,,Lindsey Graham,REP,397,200,0,0,0,41,156
Dorchester,Grover,U.S. Senate,,Lindsey Graham,REP,320,98,0,0,0,20,202
Dorchester,Reevesville,U.S. Senate,,Lindsey Graham,REP,392,116,0,0,0,17,259
Dorchester,Harleyville,U.S. Senate,,Lindsey Graham,REP,287,101,0,0,0,20,166
Dorchester,Four Hole,U.S. Senate,,Lindsey Graham,REP,444,148,0,0,0,33,263
Dorchester,Rosses,U.S. Senate,,Lindsey Graham,REP,456,149,0,0,0,36,271
Dorchester,Ridgeville,U.S. Senate,,Lindsey Graham,REP,346,94,0,0,0,27,225
Dorchester,Givhans,U.S. Senate,,Lindsey Graham,REP,501,177,0,0,0,39,285
Dorchester,Delemars,U.S. Senate,,Lindsey Graham,REP,210,76,0,0,0,12,122
Dorchester,Saul Dam,U.S. Senate,,Lindsey Graham,REP,302,125,0,0,0,67,110
Dorchester,Coastal,U.S. Senate,,Lindsey Graham,REP,285,98,0,0,0,28,159
Dorchester,Trolley,U.S. Senate,,Lindsey Graham,REP,317,133,0,0,0,47,137
Dorchester,Tranquil,U.S. Senate,,Lindsey Graham,REP,289,108,0,0,0,56,125
Dorchester,Beech Hill,U.S. Senate,,Lindsey Graham,REP,736,339,0,0,0,115,282
Dorchester,Flowertown,U.S. Senate,,Lindsey Graham,REP,1266,612,0,0,0,274,380
Dorchester,Knightsville,U.S. Senate,,Lindsey Graham,REP,604,266,0,0,0,94,244
Dorchester,Clemson,U.S. Senate,,Lindsey Graham,REP,1031,552,0,0,0,234,245
Dorchester,Germantown,U.S. Senate,,Lindsey Graham,REP,613,261,0,0,0,91,261
Dorchester,Greenwave,U.S. Senate,,Lindsey Graham,REP,397,154,0,0,0,54,189
Dorchester,Newington,U.S. Senate,,Lindsey Graham,REP,597,223,0,0,0,62,312
Dorchester,Carolina,U.S. Senate,,Lindsey Graham,REP,561,224,0,0,0,70,267
Dorchester,Dorchester,U.S. Senate,,Lindsey Graham,REP,454,200,0,0,0,91,163
Dorchester,Archdale,U.S. Senate,,Lindsey Graham,REP,378,173,0,0,0,87,118
Dorchester,Stallsville,U.S. Senate,,Lindsey Graham,REP,491,158,0,0,0,41,292
Dorchester,Indian Field,U.S. Senate,,Lindsey Graham,REP,143,63,0,0,0,12,68
Dorchester,Spann,U.S. Senate,,Lindsey Graham,REP,684,272,0,0,0,88,324
Dorchester,North Summerville,U.S. Senate,,Lindsey Graham,REP,200,101,0,0,0,24,75
Dorchester,Tupperway,U.S. Senate,,Lindsey Graham,REP,402,161,0,0,0,53,188
Dorchester,Irongate,U.S. Senate,,Lindsey Graham,REP,349,134,0,0,0,49,166
Dorchester,Greenhurst,U.S. Senate,,Lindsey Graham,REP,418,185,0,0,0,50,183
Dorchester,Ashborough East,U.S. Senate,,Lindsey Graham,REP,314,88,0,0,0,26,200
Dorchester,Ashborough West,U.S. Senate,,Lindsey Graham,REP,240,76,0,0,0,39,125
Dorchester,Ashley River,U.S. Senate,,Lindsey Graham,REP,818,328,0,0,0,105,385
Dorchester,Windsor,U.S. Senate,,Lindsey Graham,REP,304,136,0,0,0,25,143
Dorchester,Bacons Bridge,U.S. Senate,,Lindsey Graham,REP,1091,488,0,0,0,132,471
Dorchester,Brandymill,U.S. Senate,,Lindsey Graham,REP,305,123,0,0,0,50,132
Dorchester,Briarwood,U.S. Senate,,Lindsey Graham,REP,428,111,0,0,0,52,265
Dorchester,Butternut,U.S. Senate,,Lindsey Graham,REP,1023,473,0,0,0,138,412
Dorchester,Central,U.S. Senate,,Lindsey Graham,REP,679,228,0,0,0,67,384
Dorchester,Coosaw,U.S. Senate,,Lindsey Graham,REP,1120,558,0,0,0,198,364
Dorchester,Cypress,U.S. Senate,,Lindsey Graham,REP,1159,540,0,0,0,125,494
Dorchester,King's Grant,U.S. Senate,,Lindsey Graham,REP,654,291,0,0,0,80,283
Dorchester,Lincoln,U.S. Senate,,Lindsey Graham,REP,306,131,0,0,0,64,111
Dorchester,Miles/Jamison,U.S. Senate,,Lindsey Graham,REP,835,356,0,0,0,158,321
Dorchester,Oakbrook,U.S. Senate,,Lindsey Graham,REP,1040,420,0,0,0,104,516
Dorchester,Patriot,U.S. Senate,,Lindsey Graham,REP,232,86,0,0,0,32,114
Dorchester,Sawmill Branch,U.S. Senate,,Lindsey Graham,REP,716,272,0,0,0,92,352
Dorchester,Coastal 2,U.S. Senate,,Lindsey Graham,REP,625,263,0,0,0,96,266
Dorchester,Coastal 3,U.S. Senate,,Lindsey Graham,REP,262,105,0,0,0,45,112
Dorchester,Archdale 2,U.S. Senate,,Lindsey Graham,REP,530,253,0,0,0,111,166
Dorchester,Ashborough East 2,U.S. Senate,,Lindsey Graham,REP,531,164,0,0,0,79,288
Dorchester,Ashborough West 2,U.S. Senate,,Lindsey Graham,REP,585,192,0,0,0,65,328
Dorchester,Beech Hill 2,U.S. Senate,,Lindsey Graham,REP,855,347,0,0,0,97,411
Dorchester,Brandymill 2,U.S. Senate,,Lindsey Graham,REP,473,150,0,0,0,76,247
Dorchester,Briarwood 2,U.S. Senate,,Lindsey Graham,REP,379,127,0,0,0,49,203
Dorchester,Briarwood 3,U.S. Senate,,Lindsey Graham,REP,328,134,0,0,0,40,154
Dorchester,Central 2,U.S. Senate,,Lindsey Graham,REP,610,214,0,0,0,63,333
Dorchester,Clemson 2,U.S. Senate,,Lindsey Graham,REP,1067,457,0,0,0,129,481
Dorchester,Clemson 3,U.S. Senate,,Lindsey Graham,REP,557,225,0,0,0,71,261
Dorchester,Coosaw 2,U.S. Senate,,Lindsey Graham,REP,739,336,0,0,0,144,259
Dorchester,Dorchester 2,U.S. Senate,,Lindsey Graham,REP,583,288,0,0,0,74,221
Dorchester,Flowertown 2,U.S. Senate,,Lindsey Graham,REP,544,221,0,0,0,66,257
Dorchester,Givhans 2,U.S. Senate,,Lindsey Graham,REP,522,201,0,0,0,48,273
Dorchester,Indian Field 2,U.S. Senate,,Lindsey Graham,REP,276,145,0,0,0,21,110
Dorchester,Irongate 2,U.S. Senate,,Lindsey Graham,REP,144,46,0,0,0,28,70
Dorchester,Irongate 3,U.S. Senate,,Lindsey Graham,REP,311,140,0,0,0,36,135
Dorchester,King's Grant 2,U.S. Senate,,Lindsey Graham,REP,784,339,0,0,0,151,294
Dorchester,Newington 2,U.S. Senate,,Lindsey Graham,REP,366,148,0,0,0,35,183
Dorchester,North Summerville 2,U.S. Senate,,Lindsey Graham,REP,313,110,0,0,0,98,105
Dorchester,Ridgeville 2,U.S. Senate,,Lindsey Graham,REP,213,42,0,0,0,22,149
Dorchester,Tranquil 2,U.S. Senate,,Lindsey Graham,REP,401,132,0,0,0,39,230
Dorchester,Tupperway 2,U.S. Senate,,Lindsey Graham,REP,355,151,0,0,0,43,161
Dorchester,Tranquil 3,U.S. Senate,,Lindsey Graham,REP,309,100,0,0,0,24,185
Dorchester,Bacons Bridge 2,U.S. Senate,,Lindsey Graham,REP,318,131,0,0,0,41,146
Dorchester,Coosaw 3,U.S. Senate,,Lindsey Graham,REP,584,261,0,0,0,97,226
Dorchester,Cypress 2,U.S. Senate,,Lindsey Graham,REP,405,176,0,0,0,57,172
Dorchester,Flowertown 3,U.S. Senate,,Lindsey Graham,REP,553,247,0,0,0,50,256
Dorchester,Oakbrook 2,U.S. Senate,,Lindsey Graham,REP,463,229,0,0,0,98,136
Dorchester,Windsor 2,U.S. Senate,,Lindsey Graham,REP,172,59,0,0,0,17,96
Dorchester,Failsafe,U.S. Senate,,Lindsey Graham,REP,2,0,0,0,2,0,0
Dorchester,Provisional,U.S. Senate,,Lindsey Graham,REP,56,0,0,56,0,0,0
Dorchester,Failsafe Provisional,U.S. Senate,,Lindsey Graham,REP,36,0,36,0,0,0,0
Dorchester,Rosinville,U.S. Senate,,Jaime Harrison,DEM,480,208,0,0,0,108,164
Dorchester,St. George No. 2,U.S. Senate,,Jaime Harrison,DEM,234,153,0,0,0,28,53
Dorchester,St. George No. 1,U.S. Senate,,Jaime Harrison,DEM,444,265,0,0,0,79,100
Dorchester,Grover,U.S. Senate,,Jaime Harrison,DEM,303,153,0,0,0,32,118
Dorchester,Reevesville,U.S. Senate,,Jaime Harrison,DEM,352,133,0,0,0,40,179
Dorchester,Harleyville,U.S. Senate,,Jaime Harrison,DEM,175,75,0,0,0,24,76
Dorchester,Four Hole,U.S. Senate,,Jaime Harrison,DEM,353,124,0,0,0,71,158
Dorchester,Rosses,U.S. Senate,,Jaime Harrison,DEM,290,117,0,0,0,50,123
Dorchester,Ridgeville,U.S. Senate,,Jaime Harrison,DEM,253,102,0,0,0,42,109
Dorchester,Givhans,U.S. Senate,,Jaime Harrison,DEM,258,103,0,0,0,72,83
Dorchester,Delemars,U.S. Senate,,Jaime Harrison,DEM,384,117,0,0,0,92,175
Dorchester,Saul Dam,U.S. Senate,,Jaime Harrison,DEM,106,37,0,0,0,48,21
Dorchester,Coastal,U.S. Senate,,Jaime Harrison,DEM,531,218,0,0,0,109,204
Dorchester,Trolley,U.S. Senate,,Jaime Harrison,DEM,426,148,0,0,0,93,185
Dorchester,Tranquil,U.S. Senate,,Jaime Harrison,DEM,218,78,0,0,0,54,86
Dorchester,Beech Hill,U.S. Senate,,Jaime Harrison,DEM,357,152,0,0,0,139,66
Dorchester,Flowertown,U.S. Senate,,Jaime Harrison,DEM,667,276,0,0,0,283,108
Dorchester,Knightsville,U.S. Senate,,Jaime Harrison,DEM,337,154,0,0,0,73,110
Dorchester,Clemson,U.S. Senate,,Jaime Harrison,DEM,416,181,0,0,0,172,63
Dorchester,Germantown,U.S. Senate,,Jaime Harrison,DEM,401,177,0,0,0,93,131
Dorchester,Greenwave,U.S. Senate,,Jaime Harrison,DEM,378,145,0,0,0,101,132
Dorchester,Newington,U.S. Senate,,Jaime Harrison,DEM,309,122,0,0,0,81,106
Dorchester,Carolina,U.S. Senate,,Jaime Harrison,DEM,756,352,0,0,0,156,248
Dorchester,Dorchester,U.S. Senate,,Jaime Harrison,DEM,362,166,0,0,0,87,109
Dorchester,Archdale,U.S. Senate,,Jaime Harrison,DEM,427,208,0,0,0,130,89
Dorchester,Stallsville,U.S. Senate,,Jaime Harrison,DEM,282,99,0,0,0,44,139
Dorchester,Indian Field,U.S. Senate,,Jaime Harrison,DEM,303,181,0,0,0,39,83
Dorchester,Spann,U.S. Senate,,Jaime Harrison,DEM,343,153,0,0,0,103,87
Dorchester,North Summerville,U.S. Senate,,Jaime Harrison,DEM,142,63,0,0,0,41,38
Dorchester,Tupperway,U.S. Senate,,Jaime Harrison,DEM,211,92,0,0,0,50,69
Dorchester,Irongate,U.S. Senate,,Jaime Harrison,DEM,163,64,0,0,0,51,48
Dorchester,Greenhurst,U.S. Senate,,Jaime Harrison,DEM,431,195,0,0,0,81,155
Dorchester,Ashborough East,U.S. Senate,,Jaime Harrison,DEM,375,135,0,0,0,60,180
Dorchester,Ashborough West,U.S. Senate,,Jaime Harrison,DEM,141,56,0,0,0,31,54
Dorchester,Ashley River,U.S. Senate,,Jaime Harrison,DEM,869,411,0,0,0,207,251
Dorchester,Windsor,U.S. Senate,,Jaime Harrison,DEM,409,184,0,0,0,81,144
Dorchester,Bacons Bridge,U.S. Senate,,Jaime Harrison,DEM,788,358,0,0,0,216,214
Dorchester,Brandymill,U.S. Senate,,Jaime Harrison,DEM,217,83,0,0,0,76,58
Dorchester,Briarwood,U.S. Senate,,Jaime Harrison,DEM,387,166,0,0,0,61,160
Dorchester,Butternut,U.S. Senate,,Jaime Harrison,DEM,647,312,0,0,0,158,177
Dorchester,Central,U.S. Senate,,Jaime Harrison,DEM,395,164,0,0,0,97,134
Dorchester,Coosaw,U.S. Senate,,Jaime Harrison,DEM,1063,514,0,0,0,292,257
Dorchester,Cypress,U.S. Senate,,Jaime Harrison,DEM,911,472,0,0,0,209,230
Dorchester,King's Grant,U.S. Senate,,Jaime Harrison,DEM,608,285,0,0,0,160,163
Dorchester,Lincoln,U.S. Senate,,Jaime Harrison,DEM,647,253,0,0,0,101,293
Dorchester,Miles/Jamison,U.S. Senate,,Jaime Harrison,DEM,658,273,0,0,0,225,160
Dorchester,Oakbrook,U.S. Senate,,Jaime Harrison,DEM,1367,676,0,0,0,275,416
Dorchester,Patriot,U.S. Senate,,Jaime Harrison,DEM,774,365,0,0,0,151,258
Dorchester,Sawmill Branch,U.S. Senate,,Jaime Harrison,DEM,401,170,0,0,0,101,130
Dorchester,Coastal 2,U.S. Senate,,Jaime Harrison,DEM,515,244,0,0,0,102,169
Dorchester,Coastal 3,U.S. Senate,,Jaime Harrison,DEM,247,120,0,0,0,55,72
Dorchester,Archdale 2,U.S. Senate,,Jaime Harrison,DEM,571,261,0,0,0,174,136
Dorchester,Ashborough East 2,U.S. Senate,,Jaime Harrison,DEM,187,83,0,0,0,40,64
Dorchester,Ashborough West 2,U.S. Senate,,Jaime Harrison,DEM,283,89,0,0,0,93,101
Dorchester,Beech Hill 2,U.S. Senate,,Jaime Harrison,DEM,463,185,0,0,0,147,131
Dorchester,Brandymill 2,U.S. Senate,,Jaime Harrison,DEM,435,175,0,0,0,99,161
Dorchester,Briarwood 2,U.S. Senate,,Jaime Harrison,DEM,298,124,0,0,0,59,115
Dorchester,Briarwood 3,U.S. Senate,,Jaime Harrison,DEM,188,76,0,0,0,58,54
Dorchester,Central 2,U.S. Senate,,Jaime Harrison,DEM,460,184,0,0,0,80,196
Dorchester,Clemson 2,U.S. Senate,,Jaime Harrison,DEM,699,326,0,0,0,147,226
Dorchester,Clemson 3,U.S. Senate,,Jaime Harrison,DEM,447,219,0,0,0,105,123
Dorchester,Coosaw 2,U.S. Senate,,Jaime Harrison,DEM,909,498,0,0,0,218,193
Dorchester,Dorchester 2,U.S. Senate,,Jaime Harrison,DEM,292,151,0,0,0,74,67
Dorchester,Flowertown 2,U.S. Senate,,Jaime Harrison,DEM,425,176,0,0,0,101,148
Dorchester,Givhans 2,U.S. Senate,,Jaime Harrison,DEM,367,163,0,0,0,91,113
Dorchester,Indian Field 2,U.S. Senate,,Jaime Harrison,DEM,372,212,0,0,0,74,86
Dorchester,Irongate 2,U.S. Senate,,Jaime Harrison,DEM,141,33,0,0,0,40,68
Dorchester,Irongate 3,U.S. Senate,,Jaime Harrison,DEM,153,55,0,0,0,43,55
Dorchester,King's Grant 2,U.S. Senate,,Jaime Harrison,DEM,673,312,0,0,0,179,182
Dorchester,Newington 2,U.S. Senate,,Jaime Harrison,DEM,180,68,0,0,0,50,62
Dorchester,North Summerville 2,U.S. Senate,,Jaime Harrison,DEM,669,322,0,0,0,136,211
Dorchester,Ridgeville 2,U.S. Senate,,Jaime Harrison,DEM,267,90,0,0,0,59,118
Dorchester,Tranquil 2,U.S. Senate,,Jaime Harrison,DEM,535,223,0,0,0,87,225
Dorchester,Tupperway 2,U.S. Senate,,Jaime Harrison,DEM,332,129,0,0,0,87,116
Dorchester,Tranquil 3,U.S. Senate,,Jaime Harrison,DEM,449,192,0,0,0,84,173
Dorchester,Bacons Bridge 2,U.S. Senate,,Jaime Harrison,DEM,268,129,0,0,0,91,48
Dorchester,Coosaw 3,U.S. Senate,,Jaime Harrison,DEM,457,208,0,0,0,123,126
Dorchester,Cypress 2,U.S. Senate,,Jaime Harrison,DEM,221,87,0,0,0,72,62
Dorchester,Flowertown 3,U.S. Senate,,Jaime Harrison,DEM,466,228,0,0,0,125,113
Dorchester,Oakbrook 2,U.S. Senate,,Jaime Harrison,DEM,441,208,0,0,0,106,127
Dorchester,Windsor 2,U.S. Senate,,Jaime Harrison,DEM,369,173,0,0,0,61,135
Dorchester,Failsafe,U.S. Senate,,Jaime Harrison,DEM,1,0,0,0,1,0,0
Dorchester,Provisional,U.S. Senate,,Jaime Harrison,DEM,59,0,0,59,0,0,0
Dorchester,Failsafe Provisional,U.S. Senate,,Jaime Harrison,DEM,28,0,28,0,0,0,0
Dorchester,Rosinville,U.S. Senate,,Write-in,NON,2,0,0,0,0,0,2
Dorchester,St. George No. 2,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,St. George No. 1,U.S. Senate,,Write-in,NON,2,0,0,0,0,0,2
Dorchester,Grover,U.S. Senate,,Write-in,NON,1,0,0,0,0,0,1
Dorchester,Reevesville,U.S. Senate,,Write-in,NON,1,1,0,0,0,0,0
Dorchester,Harleyville,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Four Hole,U.S. Senate,,Write-in,NON,2,1,0,0,0,1,0
Dorchester,Rosses,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Ridgeville,U.S. Senate,,Write-in,NON,2,0,0,0,0,0,2
Dorchester,Givhans,U.S. Senate,,Write-in,NON,2,1,0,0,0,0,1
Dorchester,Delemars,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Saul Dam,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Coastal,U.S. Senate,,Write-in,NON,2,1,0,0,0,0,1
Dorchester,Trolley,U.S. Senate,,Write-in,NON,1,0,0,0,0,0,1
Dorchester,Tranquil,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Beech Hill,U.S. Senate,,Write-in,NON,1,0,0,0,0,1,0
Dorchester,Flowertown,U.S. Senate,,Write-in,NON,3,2,0,0,0,0,1
Dorchester,Knightsville,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Clemson,U.S. Senate,,Write-in,NON,4,1,0,0,0,2,1
Dorchester,Germantown,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Greenwave,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Newington,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Carolina,U.S. Senate,,Write-in,NON,2,1,0,0,0,0,1
Dorchester,Dorchester,U.S. Senate,,Write-in,NON,1,1,0,0,0,0,0
Dorchester,Archdale,U.S. Senate,,Write-in,NON,2,0,0,0,0,1,1
Dorchester,Stallsville,U.S. Senate,,Write-in,NON,4,0,0,0,0,1,3
Dorchester,Indian Field,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Spann,U.S. Senate,,Write-in,NON,1,0,0,0,0,0,1
Dorchester,North Summerville,U.S. Senate,,Write-in,NON,1,1,0,0,0,0,0
Dorchester,Tupperway,U.S. Senate,,Write-in,NON,1,0,0,0,0,0,1
Dorchester,Irongate,U.S. Senate,,Write-in,NON,1,0,0,0,0,0,1
Dorchester,Greenhurst,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Ashborough East,U.S. Senate,,Write-in,NON,1,1,0,0,0,0,0
Dorchester,Ashborough West,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Ashley River,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Windsor,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Bacons Bridge,U.S. Senate,,Write-in,NON,3,2,0,0,0,0,1
Dorchester,Brandymill,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Briarwood,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Butternut,U.S. Senate,,Write-in,NON,1,0,0,0,0,0,1
Dorchester,Central,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Coosaw,U.S. Senate,,Write-in,NON,1,1,0,0,0,0,0
Dorchester,Cypress,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,King's Grant,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Lincoln,U.S. Senate,,Write-in,NON,1,0,0,0,0,0,1
Dorchester,Miles/Jamison,U.S. Senate,,Write-in,NON,4,0,0,0,0,1,3
Dorchester,Oakbrook,U.S. Senate,,Write-in,NON,3,0,0,0,0,0,3
Dorchester,Patriot,U.S. Senate,,Write-in,NON,2,1,0,0,0,0,1
Dorchester,Sawmill Branch,U.S. Senate,,Write-in,NON,1,0,0,0,0,1,0
Dorchester,Coastal 2,U.S. Senate,,Write-in,NON,2,2,0,0,0,0,0
Dorchester,Coastal 3,U.S. Senate,,Write-in,NON,2,1,0,0,0,1,0
Dorchester,Archdale 2,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Ashborough East 2,U.S. Senate,,Write-in,NON,2,0,0,0,0,0,2
Dorchester,Ashborough West 2,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Beech Hill 2,U.S. Senate,,Write-in,NON,5,0,0,0,0,4,1
Dorchester,Brandymill 2,U.S. Senate,,Write-in,NON,3,1,0,0,0,0,2
Dorchester,Briarwood 2,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Briarwood 3,U.S. Senate,,Write-in,NON,1,0,0,0,0,0,1
Dorchester,Central 2,U.S. Senate,,Write-in,NON,5,1,0,0,0,0,4
Dorchester,Clemson 2,U.S. Senate,,Write-in,NON,2,1,0,0,0,1,0
Dorchester,Clemson 3,U.S. Senate,,Write-in,NON,1,0,0,0,0,0,1
Dorchester,Coosaw 2,U.S. Senate,,Write-in,NON,3,0,0,0,0,0,3
Dorchester,Dorchester 2,U.S. Senate,,Write-in,NON,1,0,0,0,0,0,1
Dorchester,Flowertown 2,U.S. Senate,,Write-in,NON,1,1,0,0,0,0,0
Dorchester,Givhans 2,U.S. Senate,,Write-in,NON,2,1,0,0,0,0,1
Dorchester,Indian Field 2,U.S. Senate,,Write-in,NON,2,0,0,0,0,0,2
Dorchester,Irongate 2,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Irongate 3,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,King's Grant 2,U.S. Senate,,Write-in,NON,1,0,0,0,0,1,0
Dorchester,Newington 2,U.S. Senate,,Write-in,NON,1,1,0,0,0,0,0
Dorchester,North Summerville 2,U.S. Senate,,Write-in,NON,1,0,0,0,0,0,1
Dorchester,Ridgeville 2,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Tranquil 2,U.S. Senate,,Write-in,NON,2,0,0,0,0,0,2
Dorchester,Tupperway 2,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Tranquil 3,U.S. Senate,,Write-in,NON,1,0,0,0,0,0,1
Dorchester,Bacons Bridge 2,U.S. Senate,,Write-in,NON,2,0,0,0,0,0,2
Dorchester,Coosaw 3,U.S. Senate,,Write-in,NON,3,0,0,0,0,0,3
Dorchester,Cypress 2,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Flowertown 3,U.S. Senate,,Write-in,NON,1,1,0,0,0,0,0
Dorchester,Oakbrook 2,U.S. Senate,,Write-in,NON,1,1,0,0,0,0,0
Dorchester,Windsor 2,U.S. Senate,,Write-in,NON,1,0,0,0,0,0,1
Dorchester,Failsafe,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Provisional,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Failsafe Provisional,U.S. Senate,,Write-in,NON,0,0,0,0,0,0,0
Dorchester,Saul Dam,U.S. House,1,Nancy Mace,REP,292,119,0,0,0,64,109
Dorchester,Coastal,U.S. House,1,Nancy Mace,REP,292,103,0,0,0,29,160
Dorchester,Trolley,U.S. House,1,Nancy Mace,REP,318,134,0,0,0,39,145
Dorchester,Tranquil,U.S. House,1,Nancy Mace,REP,286,105,0,0,0,48,133
Dorchester,Beech Hill,U.S. House,1,Nancy Mace,REP,696,325,0,0,0,100,271
Dorchester,Flowertown,U.S. House,1,Nancy Mace,REP,1217,587,0,0,0,252,378
Dorchester,Knightsville,U.S. House,1,Nancy Mace,REP,582,253,0,0,0,85,244
Dorchester,Clemson,U.S. House,1,Nancy Mace,REP,1001,542,0,0,0,219,240
Dorchester,Germantown,U.S. House,1,Nancy Mace,REP,579,247,0,0,0,78,254
Dorchester,Greenwave,U.S. House,1,Nancy Mace,REP,398,157,0,0,0,48,193
Dorchester,Newington,U.S. House,1,Nancy Mace,REP,581,211,0,0,0,63,307
Dorchester,Carolina,U.S. House,1,Nancy Mace,REP,554,224,0,0,0,74,256
Dorchester,Dorchester,U.S. House,1,Nancy Mace,REP,432,193,0,0,0,83,156
Dorchester,Archdale,U.S. House,1,Nancy Mace,REP,368,168,0,0,0,78,122
Dorchester,Stallsville,U.S. House,1,Nancy Mace,REP,478,146,0,0,0,39,293
Dorchester,Spann,U.S. House,1,Nancy Mace,REP,667,259,0,0,0,84,324
Dorchester,North Summerville,U.S. House,1,Nancy Mace,REP,188,97,0,0,0,19,72
Dorchester,Tupperway,U.S. House,1,Nancy Mace,REP,390,151,0,0,0,45,194
Dorchester,Irongate,U.S. House,1,Nancy Mace,REP,342,126,0,0,0,39,177
Dorchester,Greenhurst,U.S. House,1,Nancy Mace,REP,430,193,0,0,0,49,188
Dorchester,Ashborough East,U.S. House,1,Nancy Mace,REP,304,83,0,0,0,21,200
Dorchester,Ashborough West,U.S. House,1,Nancy Mace,REP,230,73,0,0,0,34,123
Dorchester,Ashley River,U.S. House,1,Nancy Mace,REP,797,317,0,0,0,97,383
Dorchester,Windsor,U.S. House,1,Nancy Mace,REP,302,135,0,0,0,27,140
Dorchester,Bacons Bridge,U.S. House,1,Nancy Mace,REP,1066,472,0,0,0,127,467
Dorchester,Brandymill,U.S. House,1,Nancy Mace,REP,290,115,0,0,0,48,127
Dorchester,Briarwood,U.S. House,1,Nancy Mace,REP,414,102,0,0,0,43,269
Dorchester,Butternut,U.S. House,1,Nancy Mace,REP,988,455,0,0,0,119,414
Dorchester,Central,U.S. House,1,Nancy Mace,REP,663,220,0,0,0,64,379
Dorchester,Coosaw,U.S. House,1,Nancy Mace,REP,1109,551,0,0,0,187,371
Dorchester,Cypress,U.S. House,1,Nancy Mace,REP,1149,536,0,0,0,119,494
Dorchester,King's Grant,U.S. House,1,Nancy Mace,REP,639,287,0,0,0,74,278
Dorchester,Lincoln,U.S. House,1,Nancy Mace,REP,298,130,0,0,0,53,115
Dorchester,Miles/Jamison,U.S. House,1,Nancy Mace,REP,827,361,0,0,0,153,313
Dorchester,Oakbrook,U.S. House,1,Nancy Mace,REP,1039,415,0,0,0,106,518
Dorchester,Patriot,U.S. House,1,Nancy Mace,REP,234,84,0,0,0,30,120
Dorchester,Sawmill Branch,U.S. House,1,Nancy Mace,REP,693,265,0,0,0,87,341
Dorchester,Coastal 2,U.S. House,1,Nancy Mace,REP,610,259,0,0,0,86,265
Dorchester,Coastal 3,U.S. House,1,Nancy Mace,REP,253,102,0,0,0,42,109
Dorchester,Archdale 2,U.S. House,1,Nancy Mace,REP,535,253,0,0,0,115,167
Dorchester,Ashborough East 2,U.S. House,1,Nancy Mace,REP,511,161,0,0,0,72,278
Dorchester,Ashborough West 2,U.S. House,1,Nancy Mace,REP,584,197,0,0,0,61,326
