county,precinct,office,district,party,candidate,votes,provisional,failsafe,absentee_by_mail,failsafe_provisional,early_voting,election_day
Charleston,St. Andrews 32,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,316,0,0,10,0,89,217
Charleston,St. Andrews 33,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,217,0,0,9,0,117,91
Charleston,St. Andrews 34,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,661,0,0,39,0,301,321
Charleston,St. Andrews 35,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,462,0,0,23,0,211,228
Charleston,St. Andrews 36,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,469,0,0,27,0,198,244
Charleston,St. Andrews 37,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,1349,0,0,43,0,637,669
Charleston,North Charleston 1,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,265,0,0,5,0,55,205
Charleston,North Charleston 2,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,123,0,0,13,0,53,57
Charleston,North Charleston 3,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,285,0,0,11,0,101,173
Charleston,North Charleston 4,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,383,0,0,12,0,148,223
Charleston,North Charleston 5,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,445,0,0,28,0,140,277
Charleston,North Charleston 6,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,379,0,0,15,0,94,270
Charleston,North Charleston 7,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,259,0,0,7,0,80,172
Charleston,North Charleston 8,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,332,0,0,12,0,158,162
Charleston,North Charleston 9,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,469,0,0,11,0,188,270
Charleston,North Charleston 10,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,301,0,0,7,0,88,206
Charleston,North Charleston 11,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,320,0,0,12,0,129,179
Charleston,North Charleston 12,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,411,0,0,11,0,194,206
Charleston,North Charleston 13,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,210,0,0,4,0,77,129
Charleston,North Charleston 14,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,249,0,0,6,0,113,130
Charleston,North Charleston 15,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,388,0,0,12,0,116,260
Charleston,North Charleston 16,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,413,0,0,1,0,181,231
Charleston,North Charleston 17,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,250,0,0,11,0,95,144
Charleston,North Charleston 18,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,395,0,0,5,0,147,243
Charleston,North Charleston 19,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,334,0,0,8,0,168,158
Charleston,North Charleston 20,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,210,0,0,9,0,94,107
Charleston,North Charleston 21,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,334,0,0,8,0,141,185
Charleston,North Charleston 22,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,286,0,0,11,0,73,202
Charleston,North Charleston 23,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,549,0,0,19,0,236,294
Charleston,North Charleston 24,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,602,0,0,19,0,222,361
Charleston,North Charleston 25,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,195,0,0,4,0,57,134
Charleston,North Charleston 26,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,75,0,0,2,0,16,57
Charleston,North Charleston 27,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,217,0,0,11,0,65,141
Charleston,North Charleston 28,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,147,0,0,5,0,44,98
Charleston,North Charleston 29,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,145,0,0,2,0,51,92
Charleston,North Charleston 30,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,506,0,0,21,0,189,296
Charleston,Failsafe,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,114,0,114,0,0,0,0
Charleston,Provisional,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,159,159,0,0,0,0,0
Charleston,Failsafe Provisional,Governor and Lieutenant Governor,,DEM,DEM Joe Cunningham/Tally Parham Casey,165,0,0,0,165,0,0
Charleston,Awendaw,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Christ Church,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,Isle Of Palms 1A,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,Isle of Palms 1B,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Isle of Palms 1C,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,Sullivans Island,Governor and Lieutenant Governor,,NON,Write-In,3,0,0,0,0,0,3
Charleston,McClellanville,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Deer Park 1A,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Deer Park 1B,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Deer Park 2A,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Deer Park 2B,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Deer Park 2C,Governor and Lieutenant Governor,,NON,Write-In,4,0,0,0,0,0,4
Charleston,Deer Park 3,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Lincolnville,Governor and Lieutenant Governor,,NON,Write-In,3,0,0,0,0,0,3
Charleston,Ladson,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,Edisto Island,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Wadmalaw Island 1,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Wadmalaw Island 2,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Kiawah Island,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Town of Seabrook,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,Folly Beach 1,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Folly Beach 2,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Charleston 1,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,1,0
Charleston,Charleston 2,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Charleston 3,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,Charleston 4,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Charleston 5,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,1,0
Charleston,Charleston 6,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Charleston 7,Governor and Lieutenant Governor,,NON,Write-In,2,0,0,0,0,0,2
Charleston,Charleston 8,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Charleston 9,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Charleston 10,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Charleston 11,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Charleston 12,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Charleston 13,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Charleston 14,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Charleston 15,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,1,0
Charleston,Charleston 16,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Charleston 17,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Charleston 18,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Charleston 19,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Charleston 20,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Charleston 21,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 1,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 2,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 3,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,Mt. Pleasant 4,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,1,0
Charleston,Mt. Pleasant 5,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 6,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 7,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 8,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,1,0
Charleston,Mt. Pleasant 9,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,Mt. Pleasant 10,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 11,Governor and Lieutenant Governor,,NON,Write-In,2,0,0,1,0,1,0
Charleston,Mt. Pleasant 12,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 13,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 14,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,Mt. Pleasant 15,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 16,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 17,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 18,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 19,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,Mt. Pleasant 20,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,Mt. Pleasant 21,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 22,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,Mt. Pleasant 23,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 24,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 25,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 26,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 27,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 28,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,1,0
Charleston,Mt. Pleasant 29,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 30,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 31,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 32,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 33,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 34,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,Mt. Pleasant 35,Governor and Lieutenant Governor,,NON,Write-In,2,0,0,0,0,0,2
Charleston,Mt. Pleasant 36,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 37,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 38,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,Mt. Pleasant 39,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,James Island 1A,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,James Island 1B,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,1,0
Charleston,James Island 3,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,James Island 5A,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,1,0
Charleston,James Island 5B,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,James Island 6,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,James Island 7,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,James Island 8A,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,James Island 8B,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,James Island 9,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,James Island 10,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,James Island 11,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,1,0
Charleston,James Island 12,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,James Island 13,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,James Island 14,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,James Island 15,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,James Island 17,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,James Island 19,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,James Island 20,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,James Island 22,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Johns Island 1A,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Johns Island 1B,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Johns Island 2,Governor and Lieutenant Governor,,NON,Write-In,3,0,0,0,0,1,2
Charleston,Johns Island 3A,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,1,0
Charleston,Johns Island 3B,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,Johns Island 4,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,1,0
Charleston,St. Pauls 1,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Pauls 2A,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Pauls 2B,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Pauls 3,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Pauls 4,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Pauls 5,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Pauls 6,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 1,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 2,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 3,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 4,Governor and Lieutenant Governor,,NON,Write-In,4,0,0,0,0,0,4
Charleston,St. Andrews 5,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 6,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 7,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 8,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 9,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,St. Andrews 10,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 11,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 12,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 13,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,St. Andrews 14,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 15,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 16,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 17,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 18,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,ST. ANDREWS 19,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 20,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,1,0
Charleston,St. Andrews 21,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,St. Andrews 22,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,St. Andrews 23,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 24,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 25,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 26,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,St. Andrews 27,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,St. Andrews 28,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 29,Governor and Lieutenant Governor,,NON,Write-In,3,0,0,0,0,0,3
Charleston,St. Andrews 30,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,1,0,0,0
Charleston,St. Andrews 31,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 32,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,St. Andrews 33,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 34,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,1,0
Charleston,St. Andrews 35,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,St. Andrews 36,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,St. Andrews 37,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 1,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 2,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 3,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,1,0
Charleston,North Charleston 4,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,1,0
Charleston,North Charleston 5,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,North Charleston 6,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 7,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 8,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 9,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 10,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 11,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 12,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,North Charleston 13,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,North Charleston 14,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 15,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,North Charleston 16,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 17,Governor and Lieutenant Governor,,NON,Write-In,2,0,0,0,0,1,1
Charleston,North Charleston 18,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 19,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 20,Governor and Lieutenant Governor,,NON,Write-In,2,0,0,0,0,0,2
Charleston,North Charleston 21,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 22,Governor and Lieutenant Governor,,NON,Write-In,1,0,0,0,0,0,1
Charleston,North Charleston 23,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
Charleston,North Charleston 24,Governor and Lieutenant Governor,,NON,Write-In,0,0,0,0,0,0,0
